MemberID,SourceType,Latitude,Longitude,Age,Contact_Number,cost
1512,Scan Center,38.68672078,-85.74627859,71,7320797968,700$
1513,Scan Center,39.96145298,-93.98519678,57,6132343333,700$
1514,Hospital,40.6491767,-123.114713,56,9113130059,500$
1515,Supply Directory,35.38822029,-120.4039028,46,8740980596,1000$
1516,Nursing Home,34.13697363,-87.88704173,71,9093277793,300$
1517,Scan Center,45.01625271,-93.09872295,61,8927854399,700$
1518,Scan Center,33.17657705,-101.8162849,61,7791851650,300$
1519,Nursing Home,45.15639647,-100.8709139,36,6603269054,500$
1520,Nursing Home,34.52041498,-87.31069453,89,9299865860,1000$
1521,Scan Center,30.84425359,-91.04976723,48,9673763340,500$
1522,Scan Center,32.87582989,-80.67641292,85,8173015556,300$
1523,Supply Directory,35.1349263,-84.05970864,78,6222795696,700$
1524,Nursing Home,27.00156391,-99.16987152,59,8760245882,700$
1525,Hospital,35.60048904,-88.11043779,21,6415556369,500$
1526,Supply Directory,37.31728859,-91.96564727,68,8518734058,300$
1527,Scan Center,40.0543329,-84.22871271,47,8002561107,300$
1528,Nursing Home,36.41689489,-80.69102283,43,7986797433,500$
1529,Nursing Home,40.56335249,-74.91284156,66,6861426777,1000$
1530,Scan Center,35.99508821,-83.94635435,49,7571574060,300$
1531,Supply Directory,41.42630093,-73.74965532,57,8736763723,500$
1532,Scan Center,37.26865804,-80.06396753,47,9554037052,1000$
1533,Supply Directory,26.47411727,-97.61535848,22,6357610309,500$
1534,Hospital,43.64124435,-86.26726673,19,6705625132,300$
1535,Supply Directory,34.53028891,-101.7349174,51,9725950213,300$
1536,Hospital,33.17653242,-95.21917243,48,8780324795,300$
1537,Nursing Home,33.2721566,-82.99766919,47,7508366169,700$
1538,Hospital,37.02080035,-88.07886257,43,7677034527,500$
1539,Hospital,33.77995024,-88.09668032,71,9307070186,300$
1540,Scan Center,44.99690221,-85.15503082,26,7381107876,500$
1541,Nursing Home,41.09194313,-85.06800636,31,9646361341,300$
1542,Nursing Home,39.63218457,-80.04766838,48,8085991808,500$
1543,Supply Directory,62.1542916,-163.3967883,25,9887443348,1000$
1544,Supply Directory,47.6048407,-92.46879855,73,9390692135,700$
1545,Supply Directory,38.99617072,-110.7013958,80,7766698908,1000$
1546,Scan Center,38.33815254,-112.1249591,45,9430561866,1000$
1547,Nursing Home,34.64967704,-90.37481167,40,7307702898,500$
1548,Hospital,42.59513984,-85.30834519,40,9624467166,500$
1549,Hospital,48.22390169,-101.5436763,56,7156803016,300$
1550,Hospital,44.11630765,-73.77297842,70,7524471226,300$
1551,Hospital,38.90417773,-77.01655992,39,6001774190,300$
1552,Scan Center,47.97373527,-94.93732139,51,9466329079,500$
1553,Hospital,18.059645,-66.721572,23,7769546247,500$
1554,Hospital,43.67142874,-92.75234549,76,9041230139,700$
1555,Supply Directory,36.3415714,-91.02455531,21,9118678631,300$
1556,Hospital,31.94854689,-98.55876441,29,7597628702,700$
1557,Hospital,38.21450288,-92.42610898,22,9124701594,300$
1558,Scan Center,36.94618528,-78.24133319,87,9984347236,500$
1559,Supply Directory,37.31234791,-80.70636931,42,6232969713,700$
1560,Nursing Home,43.98794227,-84.8481986,22,6809586413,500$
1561,Scan Center,42.60060306,-73.97723916,76,7845781802,700$
1562,Scan Center,38.68295619,-78.15826963,89,8753007030,700$
1563,Hospital,42.45522056,-98.78402558,33,9039407307,300$
1564,Nursing Home,43.08178477,-93.73454884,56,7053522141,300$
1565,Nursing Home,32.37474036,-95.2717568,77,8818559467,700$
1566,Hospital,45.03864533,-92.88429635,48,8511493351,700$
1567,Hospital,31.98773215,-87.30891118,69,8360471662,1000$
1568,Nursing Home,35.61113393,-82.53305,84,6747166671,1000$
1569,Scan Center,39.05345619,-90.95588181,59,8159686214,700$
1570,Scan Center,37.5301951,-87.26803443,79,6823148465,700$
1571,Scan Center,38.37301947,-75.62705831,23,8776874436,300$
1572,Scan Center,32.61348406,-105.7417604,40,9932048191,700$
1573,Nursing Home,33.26679302,-81.43584352,58,6312362609,500$
1574,Hospital,38.47974157,-99.91547333,78,6017331930,700$
1575,Nursing Home,18.173559,-66.161179,23,7781347561,500$
1576,Scan Center,44.90322804,-123.4128888,67,8030193748,1000$
1577,Supply Directory,32.36918118,-91.23973355,85,8230328731,1000$
1578,Supply Directory,44.00545243,-116.7647695,74,7928129397,1000$
1579,Hospital,34.96522957,-102.6054267,74,9560992035,300$
1580,Scan Center,37.84157909,-78.27715475,52,6584723119,500$
1581,Scan Center,46.29442881,-117.9051983,80,8951749886,700$
1582,Scan Center,31.72941803,-86.31593104,52,7634974726,500$
1583,Scan Center,37.40481169,-81.11023142,34,7150277760,1000$
1584,Nursing Home,35.66520691,-75.71767334,55,6724551401,1000$
1585,Nursing Home,35.78879266,-78.65249174,59,9423906241,1000$
1586,Supply Directory,30.25734305,-91.3499598,59,8009802964,500$
1587,Hospital,38.48119447,-100.4660754,42,9622940437,300$
1588,Supply Directory,30.26896765,-92.81210004,76,6142533747,500$
1589,Supply Directory,39.33705391,-83.06000914,46,8967384793,300$
1590,Nursing Home,33.18104136,-100.7780939,23,6887762776,700$
1591,Nursing Home,27.34254618,-81.34071957,31,7553366348,1000$
1592,Supply Directory,44.59816444,-68.38401854,61,7273629848,1000$
1593,Nursing Home,39.47538693,-74.65848483,65,6705489345,500$
1594,Nursing Home,31.51148016,-85.24267944,52,9400391615,700$
1595,Nursing Home,33.55554728,-86.895063,87,9037285714,700$
1596,Scan Center,45.46248721,-123.712066,73,6499889174,1000$
1597,Scan Center,36.58022376,-79.40395668,25,9578497228,1000$
1598,Hospital,37.937575,-76.72920628,47,9398865246,300$
1599,Nursing Home,61.47502768,-144.7126799,45,9412361846,700$
1600,Supply Directory,47.1182463,-108.2508876,44,7586063179,700$
1601,Nursing Home,31.25350609,-96.93630086,62,7030793219,700$
1602,Nursing Home,40.92058903,-77.82200624,33,6682325580,700$
1603,Hospital,44.58307413,-91.99949611,31,9476856788,300$
1604,Supply Directory,27.18546175,-82.33174248,80,7040529975,700$
1605,Hospital,32.71391813,-83.98061238,77,8183930506,500$
1606,Scan Center,37.5836865,-106.3847838,74,9960464241,700$
1607,Nursing Home,37.45338105,-96.24369667,77,8621911799,300$
1608,Scan Center,47.64270764,-91.44557998,68,8418406090,700$
1609,Nursing Home,37.92465657,-83.25558245,82,9051005959,1000$
1610,Hospital,41.72980578,-70.28854339,63,9156453570,500$
1611,Nursing Home,38.84541072,-83.4718964,39,6252956481,1000$
1612,Scan Center,33.31403423,-93.89285258,41,9917579710,500$
1613,Hospital,39.30211911,-76.61151012,67,6346114630,300$
1614,Hospital,37.35358063,-77.05634116,83,6661332284,500$
1615,Scan Center,38.28814402,-86.44518825,23,9586036621,500$
1616,Hospital,33.61569967,-98.68754589,18,9768566740,700$
1617,Nursing Home,30.64836518,-93.34173616,54,6767443128,300$
1618,Scan Center,44.1664747,-70.20380627,18,9433814659,1000$
1619,Nursing Home,35.27724699,-86.36230578,42,6967810285,300$
1620,Supply Directory,41.39374521,-99.72805369,67,6492670111,500$
1621,Scan Center,38.78369175,-97.65185177,74,7119056306,700$
1622,Nursing Home,28.7158582,-81.24060348,83,9307715360,700$
1623,Scan Center,39.9210089,-76.73040131,58,8084825914,500$
1624,Nursing Home,34.44244079,-84.16964071,23,8826282474,500$
1625,Hospital,33.66340119,-93.30632432,61,6583273399,1000$
1626,Scan Center,40.01625942,-80.9924051,85,9403537078,500$
1627,Scan Center,38.87172293,-75.82904158,55,7826745143,700$
1628,Supply Directory,38.14735938,-83.74588932,33,9416340002,300$
1629,Hospital,29.89149232,-101.1525205,59,6324297168,500$
1630,Scan Center,45.12328869,-94.52839455,75,9506540284,500$
1631,Nursing Home,44.63899297,-86.01608482,64,8893451552,500$
1632,Supply Directory,38.2977863,-77.4922454,82,9965696682,300$
1633,Scan Center,38.76618159,-76.10882561,37,6016172379,300$
1634,Hospital,37.55862897,-95.30670046,78,9812936190,1000$
1635,Scan Center,48.77501878,-95.81079919,59,7899747463,300$
1636,Supply Directory,41.99253829,-80.03301954,44,8303224966,1000$
1637,Nursing Home,47.32628443,-96.45620947,64,6187724606,500$
1638,Supply Directory,30.25734305,-91.3499598,20,8341193169,500$
1639,Scan Center,17.994525,-66.388913,49,7473897148,700$
1640,Hospital,18.08282,-66.943758,88,9370661153,1000$
1641,Nursing Home,35.48665845,-83.48748932,71,6621749947,500$
1642,Supply Directory,26.95635849,-81.18996211,81,6513275597,700$
1643,Nursing Home,40.65835409,-74.30680092,35,6111201189,300$
1644,Supply Directory,38.02080697,-78.55481085,58,6432352541,500$
1645,Hospital,42.85518524,-113.6357257,22,9715573406,300$
1646,Scan Center,41.13891592,-74.69118243,63,7780810524,1000$
1647,Supply Directory,31.20572971,-89.5077704,70,8630662228,700$
1648,Scan Center,44.49024544,-119.0068631,68,8554102802,1000$
1649,Scan Center,32.59221302,-82.30239915,65,9540129147,500$
1650,Scan Center,40.41377078,-76.77993242,73,6259334820,500$
1651,Supply Directory,44.51727459,-87.61468386,20,6523984995,700$
1652,Scan Center,32.63389156,-90.03513564,32,8117079912,1000$
1653,Nursing Home,40.19058551,-92.60078167,29,7489612736,300$
1654,Supply Directory,32.73706798,-94.93999853,51,6369337628,500$
1655,Scan Center,32.22236802,-97.77403489,20,7237644740,700$
1656,Nursing Home,41.04658298,-100.7475374,89,6993110101,500$
1657,Scan Center,30.41830223,-89.48851033,60,9689635265,1000$
1658,Scan Center,42.737633,-96.21366621,76,7304972710,700$
1659,Hospital,44.69063265,-71.30633239,19,6496115635,1000$
1660,Supply Directory,42.78081007,-76.82497064,36,8287747107,500$
1661,Nursing Home,48.76623521,-97.5523809,54,6530929286,500$
1662,Hospital,30.88990665,-99.8204794,40,6670863667,700$
1663,Hospital,33.83011025,-91.25500948,34,9873260439,300$
1664,Hospital,42.54502621,-101.1244332,53,7573184444,1000$
1665,Supply Directory,32.30163422,-99.89007449,81,6874721343,700$
1666,Nursing Home,32.80904227,-83.70489165,86,9676666403,300$
1667,Nursing Home,43.33749164,-102.5555498,45,7587871368,700$
1668,Hospital,46.6720582,-88.36363591,42,7034278020,500$
1669,Supply Directory,37.14259351,-76.35798148,76,6323386210,1000$
1670,Hospital,44.00545243,-116.7647695,60,8829999330,500$
1671,Supply Directory,48.43175214,-108.9582723,31,7465777232,300$
1672,Hospital,29.72856978,-82.79880657,76,7604068216,300$
1673,Nursing Home,42.96180148,-106.797885,32,9567347450,1000$
1674,Scan Center,38.47362326,-105.4399667,65,8583583190,500$
1675,Supply Directory,45.23330449,-123.3086963,73,8392580906,700$
1676,Hospital,39.25208988,-82.4831444,69,7173406473,1000$
1677,Hospital,37.88735543,-99.31263309,78,6606452406,500$
1678,Supply Directory,35.48665845,-83.48748932,47,8423567566,300$
1679,Scan Center,43.93779815,-71.82057197,83,7102819342,300$
1680,Hospital,44.75994309,-96.66943645,29,7237055339,1000$
1681,Hospital,18.145211,-65.810174,25,7876792988,500$
1682,Nursing Home,37.41391284,-88.56152109,40,8120415263,1000$
1683,Scan Center,34.37288446,-98.92426619,39,8622478045,500$
1684,Hospital,43.01833055,-88.30431188,43,8642843362,500$
1685,Hospital,33.70291126,-84.77026156,88,9322011745,500$
1686,Hospital,32.79868409,-94.3566123,65,8132614439,500$
1687,Supply Directory,46.01265363,-94.27341528,53,8463516825,1000$
1688,Hospital,40.35570088,-93.99222144,36,7505570149,700$
1689,Supply Directory,38.87172293,-75.82904158,29,7291114574,1000$
1690,Nursing Home,44.02238415,-92.86244324,58,6978655364,500$
1691,Nursing Home,40.30016061,-83.37239023,81,6895068226,500$
1692,Hospital,39.46704621,-78.02414609,58,9841832216,1000$
1693,Scan Center,35.87147226,-76.17055253,20,8041237953,1000$
1694,Hospital,41.54634427,-103.7114332,63,7816738791,300$
1695,Supply Directory,39.46811972,-80.88772676,81,7402469271,1000$
1696,Scan Center,30.48678918,-99.74856473,49,7533775084,1000$
1697,Nursing Home,35.94530008,-97.94193268,22,9487499307,1000$
1698,Supply Directory,27.736286,-97.5433285,47,8380521440,1000$
1699,Supply Directory,36.9302126,-80.36738849,54,6704064808,700$
1700,Scan Center,44.97788119,-97.18827677,28,9329469335,1000$
1701,Scan Center,45.12328869,-94.52839455,24,9287827062,300$
1702,Hospital,43.37824276,-95.62422844,79,7962475271,500$
1703,Nursing Home,40.26549699,-74.22240686,20,8455186640,300$
1704,Hospital,47.87197525,-96.09561104,42,8943485261,300$
1705,Hospital,40.34728141,-87.35602659,54,6827791955,300$
1706,Supply Directory,41.12351311,-83.12783209,60,7465488853,1000$
1707,Nursing Home,39.48028352,-97.64925343,61,7688990954,500$
1708,Supply Directory,39.35018161,-100.4418259,25,7900688878,1000$
1709,Hospital,41.59081014,-88.42869583,48,7757523536,300$
1710,Scan Center,43.2516977,-78.2320066,61,7194962670,300$
1711,Supply Directory,34.27993475,-88.3606733,77,6982643198,500$
1712,Scan Center,34.61296243,-78.56180059,42,7360242797,300$
1713,Scan Center,42.2689144,-77.3829924,22,8874211400,300$
1714,Supply Directory,39.20172582,-78.25974949,43,8957455253,300$
1715,Supply Directory,47.4571084,-98.88279923,22,8193148268,300$
1716,Hospital,41.23255967,-77.63785995,31,8545936797,300$
1717,Scan Center,41.02988815,-92.8690667,79,6535011389,1000$
1718,Hospital,48.20197971,-102.3555315,82,9665348173,300$
1719,Nursing Home,41.05934058,-75.34031025,81,6994601936,500$
1720,Nursing Home,41.82972709,-71.98182316,48,7683332124,300$
1721,Nursing Home,38.769899,-79.87919615,40,9623754230,300$
1722,Scan Center,32.37474036,-95.2717568,47,6225284798,300$
1723,Scan Center,37.6162296,-93.39828174,42,9109495932,500$
1724,Nursing Home,20.86399628,-156.5689097,20,9583993309,1000$
1725,Supply Directory,40.76932373,-80.78094576,31,9695977724,1000$
1726,Supply Directory,41.71018079,-71.28652315,42,7857430179,300$
1727,Supply Directory,39.16130004,-86.52414358,59,8452167876,1000$
1728,Nursing Home,35.40114178,-81.92112099,56,9967114059,700$
1729,Nursing Home,39.20967886,-81.5162836,74,9079004207,500$
1730,Nursing Home,42.96927962,-114.8108306,41,6344844150,1000$
1731,Scan Center,40.42212303,-93.5682959,70,6381081859,1000$
1732,Nursing Home,44.30360275,-91.35893614,34,9239909738,300$
1733,Nursing Home,37.22631423,-89.13085001,62,9284104061,700$
1734,Hospital,37.2813734,-92.876329,79,7665825373,300$
1735,Scan Center,32.70211082,-82.66166794,28,9568224179,1000$
1736,Hospital,39.28935726,-96.73420026,31,7619379729,700$
1737,Supply Directory,39.2347941,-95.38289232,29,8698788532,300$
1738,Scan Center,18.34946,-66.168435,24,8450939840,1000$
1739,Supply Directory,41.91358968,-100.5556632,50,7278712202,300$
1740,Supply Directory,40.29380509,-81.09068544,62,6286746513,300$
1741,Nursing Home,34.90171875,-87.65624729,65,6627089550,500$
1742,Nursing Home,31.1925468,-99.34682807,70,9629975148,700$
1743,Scan Center,45.83839062,-69.2860223,66,9115512194,700$
1744,Supply Directory,35.84326734,-77.10860251,35,9091159525,1000$
1745,Supply Directory,41.69710807,-81.23676539,54,8258024103,500$
1746,Hospital,43.47808377,-70.71052375,21,7570684051,700$
1747,Hospital,41.39750195,-97.99327291,52,6143548722,700$
1748,Nursing Home,41.33445101,-93.09934783,74,8336410168,1000$
1749,Scan Center,43.2167288,-112.3978437,70,7625617886,300$
1750,Supply Directory,42.50284406,-102.4126613,33,6403916935,300$
1751,Supply Directory,31.43037123,-85.61095742,84,6439149246,500$
1752,Scan Center,41.16624273,-98.0374887,36,8911075259,300$
1753,Supply Directory,41.12464734,-81.53123079,23,7671622654,1000$
1754,Nursing Home,38.00450883,-108.4020725,31,8177497841,300$
1755,Scan Center,29.83517605,-92.30292538,61,7057308470,1000$
1756,Scan Center,32.35810271,-90.83352619,76,6340726038,700$
1757,Supply Directory,30.19746066,-82.9909967,30,9259415911,1000$
1758,Scan Center,35.64661916,-95.96432828,73,7681642401,1000$
1759,Hospital,42.17695516,-98.0666283,80,9022704190,300$
1760,Supply Directory,29.86803617,-91.75871777,80,7970752551,1000$
1761,Nursing Home,48.06642577,-96.0370814,28,7733845499,700$
1762,Nursing Home,47.64514965,-114.0898013,78,8419959918,300$
1763,Nursing Home,43.38520741,-98.36978007,84,6975784541,300$
1764,Hospital,37.50207671,-94.34757022,46,6536345514,700$
1765,Nursing Home,43.82078483,-112.3131749,21,7194379582,1000$
1766,Supply Directory,25.6112362,-80.55170587,57,7863585933,500$
1767,Scan Center,29.27765923,-96.22319248,33,6571015597,1000$
1768,Nursing Home,32.35275771,-106.8329387,80,9144023589,700$
1769,Scan Center,39.93029017,-85.39625719,42,7195111933,1000$
1770,Supply Directory,35.59802983,-91.21494602,52,6220131917,1000$
1771,Scan Center,42.953928,-84.14585902,69,8049125314,300$
1772,Supply Directory,41.30248872,-80.25816981,23,9119525363,300$
1773,Supply Directory,44.95856458,-87.30002707,30,9340977848,500$
1774,Hospital,44.41311883,-96.26688165,78,6770666341,700$
1775,Nursing Home,32.78550125,-91.461201,20,8613695139,1000$
1776,Hospital,35.83018283,-90.63235729,38,7668237889,700$
1777,Supply Directory,38.02644018,-119.9525093,86,7164046900,1000$
1778,Supply Directory,44.4526553,-88.00411844,85,7523656931,1000$
1779,Supply Directory,30.77090935,-89.58677275,22,9489421318,500$
1780,Hospital,36.58006022,-105.6310198,20,6297338154,300$
1781,Supply Directory,46.6720582,-88.36363591,64,9683330622,300$
1782,Scan Center,46.53351425,-118.9018212,65,6075132220,1000$
1783,Nursing Home,40.96188846,-77.05996014,62,6447731873,1000$
1784,Scan Center,33.58839816,-92.87795984,54,8685783107,300$
1785,Scan Center,39.34948772,-97.16518128,21,6376593599,1000$
1786,Scan Center,42.32359279,-88.82345779,52,9457287117,1000$
1787,Hospital,40.67311306,-120.5935099,19,9443435798,500$
1788,Supply Directory,42.3224907,-88.00367925,64,7816347037,500$
1789,Nursing Home,37.78790447,-78.88498513,78,9812414921,300$
1790,Nursing Home,39.62550777,-84.92497066,23,8122503291,500$
1791,Supply Directory,32.73997145,-99.87861576,58,8261852630,700$
1792,Supply Directory,40.42212303,-93.5682959,34,6484813408,300$
1793,Nursing Home,26.92601662,-97.66413984,27,9435413126,700$
1794,Supply Directory,44.51727459,-87.61468386,87,9724711799,1000$
1795,Scan Center,41.48370744,-91.1121697,80,9323679151,500$
1796,Scan Center,32.90525627,-111.3449483,62,9900197213,1000$
1797,Hospital,39.82304555,-85.77566351,29,9100006159,500$
1798,Nursing Home,33.2721566,-82.99766919,66,6128106433,300$
1799,Nursing Home,45.58606667,-95.44451209,34,7292636432,300$
1800,Supply Directory,48.77286211,-98.46685243,76,8489788970,700$
1801,Hospital,37.18049267,-89.32910838,37,9743047189,700$
1802,Nursing Home,31.32635934,-99.86473038,77,9875837205,300$
1803,Scan Center,37.54567114,-85.70138352,78,7295244718,300$
1804,Nursing Home,45.51872811,-121.6552036,78,6733022812,1000$
1805,Hospital,39.2347941,-95.38289232,33,7754030230,500$
1806,Supply Directory,34.81681228,-89.18945516,34,9115402440,300$
1807,Scan Center,37.29186313,-77.29754684,38,9431739324,300$
1808,Nursing Home,18.059645,-66.721572,60,9258396627,1000$
1809,Nursing Home,42.275797,-74.12384884,18,7241560768,300$
1810,Nursing Home,40.61810999,-108.2070876,28,9378750187,500$
1811,Hospital,38.01974191,-81.69888019,48,8247399279,1000$
1812,Scan Center,41.11770589,-81.8998621,59,7139651175,500$
1813,Hospital,37.68473101,-104.9612585,49,6690806829,1000$
1814,Nursing Home,31.62221166,-84.97713865,24,8132031313,1000$
1815,Hospital,35.5800772,-108.262245,50,8961963973,500$
1816,Nursing Home,46.86048047,-105.379384,30,6619101552,500$
1817,Supply Directory,35.47623147,-79.17569362,24,8497908776,1000$
1818,Scan Center,34.34274529,-104.4117842,57,6950433205,1000$
1819,Hospital,39.41485808,-83.80852286,86,6361547064,500$
1820,Hospital,36.49609412,-87.38550661,24,7140978127,1000$
1821,Scan Center,32.76895712,-113.9066674,20,6708337337,500$
1822,Hospital,33.72854224,-113.9810029,34,9683434871,1000$
1823,Supply Directory,43.37824276,-95.62422844,28,6499500081,500$
1824,Supply Directory,44.71710183,-95.86842453,19,8016621895,1000$
1825,Supply Directory,35.84006574,-101.3546643,47,8500076086,500$
1826,Nursing Home,35.40425596,-102.6027606,68,8043226030,500$
1827,Scan Center,29.42245447,-89.60322085,84,7134536704,700$
1828,Nursing Home,39.37231946,-111.5758676,71,8786569790,1000$
1829,Supply Directory,32.91360079,-85.39072749,55,9662259733,1000$
1830,Hospital,37.99978709,-101.7921066,46,8632108229,700$
1831,Hospital,33.93683395,-89.33686647,85,6233785171,1000$
1832,Hospital,38.31690743,-83.05092385,49,9303507655,700$
1833,Hospital,31.18961454,-89.25832496,68,8308593614,700$
1834,Nursing Home,39.70208397,-112.7809245,33,9741351098,700$
1835,Nursing Home,45.46248721,-123.712066,39,6857192751,500$
1836,Hospital,42.3665549,-123.5561938,72,9055721834,500$
1837,Hospital,38.51092331,-76.98580666,74,8168884358,1000$
1838,Supply Directory,40.33163494,-84.20258189,52,6016200874,1000$
1839,Supply Directory,33.43443342,-79.33202141,89,6383390016,700$
1840,Scan Center,43.20660134,-98.58856175,59,9946548883,500$
1841,Supply Directory,34.27993475,-88.3606733,69,9621105732,300$
1842,Supply Directory,40.12361933,-87.24217689,70,7462090443,700$
1843,Scan Center,35.15739424,-84.857186,87,6667990340,300$
1844,Scan Center,33.22879932,-82.61297636,32,6394697578,300$
1845,Nursing Home,42.58831742,-74.4433903,38,9026844766,500$
1846,Nursing Home,40.76932373,-80.78094576,30,7922549090,300$
1847,Supply Directory,41.54634427,-103.7114332,87,6409578750,500$
1848,Supply Directory,37.18922369,-120.7209035,84,7063456518,700$
1849,Scan Center,41.44634738,-76.51246591,65,7937583610,1000$
1850,Supply Directory,44.47068056,-88.96534501,22,8588870331,500$
1851,Supply Directory,35.26205537,-92.70506566,58,9122736027,1000$
1852,Scan Center,27.03103197,-98.21808402,65,6791329516,500$
1853,Nursing Home,30.53842039,-91.09777565,89,8479227712,500$
1854,Hospital,39.09224872,-82.0305041,60,6613394593,500$
1855,Nursing Home,40.47945588,-94.42328751,33,7341932060,300$
1856,Scan Center,34.25103751,-97.28552485,29,6903855018,500$
1857,Hospital,39.00072038,-89.02452658,26,8153134954,1000$
1858,Scan Center,44.93837606,-98.34626602,36,7570405939,700$
1859,Scan Center,35.49447108,-94.75463785,60,9878559975,700$
1860,Scan Center,42.4709188,-91.83510825,40,8533679698,300$
1861,Scan Center,38.63571781,-92.57976951,33,6493013664,1000$
1862,Nursing Home,40.87241834,-97.139673,45,8359160758,500$
1863,Supply Directory,46.97830064,-99.77507857,29,6650117148,300$
1864,Supply Directory,39.62357628,-78.69280486,38,7048284776,700$
1865,Nursing Home,41.68625425,-92.53155731,76,6449830195,1000$
1866,Scan Center,32.30621324,-101.4356444,48,6773264940,500$
1867,Scan Center,45.34018577,-83.91498656,61,9033732921,300$
1868,Nursing Home,46.35721532,-96.4684375,64,9282699135,1000$
1869,Scan Center,44.71850291,-92.4224416,30,7154664362,700$
1870,Hospital,18.011661,-67.040585,35,8826757117,300$
1871,Hospital,29.94414155,-98.7113588,53,9359808317,700$
1872,Hospital,39.71581067,-75.13995546,53,8599783528,300$
1873,Supply Directory,40.84704239,-85.79328272,21,6186216058,500$
1874,Hospital,42.59716886,-84.37472069,72,9075312842,1000$
1875,Scan Center,39.33133796,-104.930001,40,7453689358,300$
1876,Scan Center,36.78836519,-99.6679804,85,8372102517,1000$
1877,Supply Directory,31.56884708,-89.8267099,36,7710405380,500$
1878,Nursing Home,32.73587756,-99.35401337,68,9920964226,500$
1879,Hospital,45.15639647,-100.8709139,46,8408566606,500$
1880,Supply Directory,31.55255453,-97.20217694,54,9065243653,1000$
1881,Scan Center,46.33277565,-111.4955813,69,6166670443,1000$
1882,Hospital,42.96180148,-106.797885,19,7207668308,700$
1883,Nursing Home,40.19208869,-80.24582867,22,6145465126,300$
1884,Nursing Home,31.17467303,-90.80501621,46,8870654371,300$
1885,Supply Directory,40.56465737,-74.61683016,46,7669137133,500$
1886,Hospital,39.76768052,-88.21854195,60,8659095686,1000$
1887,Nursing Home,35.66211129,-81.2132617,58,6763492335,700$
1888,Nursing Home,33.08658803,-89.57838564,72,8586539330,300$
1889,Nursing Home,41.11676341,-84.5801017,49,9401463512,300$
1890,Nursing Home,18.386933,-66.061128,55,8596626418,1000$
1891,Scan Center,27.34254618,-81.34071957,77,9107633432,1000$
1892,Hospital,43.38352225,-87.94625009,60,7699076215,700$
1893,Nursing Home,41.58071748,-96.65598179,28,6030070150,700$
1894,Nursing Home,40.74911165,-86.86492015,69,6009731893,300$
1895,Nursing Home,35.05122251,-81.61828622,40,9848154666,300$
1896,Nursing Home,38.99871131,-96.7577178,34,9674208439,300$
1897,Supply Directory,42.76249024,-78.73063652,86,6956260456,700$
1898,Supply Directory,36.26844485,-92.68451899,79,6485604325,500$
1899,Supply Directory,38.53841696,-118.4344506,54,9225533041,500$
1900,Hospital,46.10830372,-97.63217159,55,9156845429,500$
1901,Supply Directory,38.844478,-92.80896081,62,7058499301,1000$
1902,Nursing Home,44.68255561,-84.61006219,72,7940193451,300$
1903,Hospital,39.04100763,-95.7557264,45,9894962397,300$
1904,Nursing Home,18.428262,-66.397924,42,9101352657,300$
1905,Nursing Home,31.74847232,-82.28909114,27,8126008944,1000$
1906,Scan Center,38.02679129,-77.34901405,83,8882164508,1000$
1907,Hospital,43.06422669,-118.9666306,21,7368159443,1000$
1908,Scan Center,44.59040891,-74.29926032,36,6575755550,1000$
1909,Nursing Home,34.52993409,-102.7844668,64,7147675017,1000$
1910,Supply Directory,32.56934316,-83.82937,35,6889316684,500$
1911,Nursing Home,37.45338105,-96.24369667,79,7138407214,700$
1912,Hospital,38.16193985,-91.92249662,78,8792505261,1000$
1913,Supply Directory,33.26984193,-85.85836077,81,9567609740,500$
1914,Nursing Home,37.69241417,-83.95956369,25,8143539454,300$
1915,Hospital,46.98299757,-118.5601734,60,8891224880,500$
1916,Supply Directory,38.66599534,-85.12601074,34,8781980166,1000$
1917,Supply Directory,34.26767081,-91.92619839,57,8448807300,500$
1918,Hospital,45.87325839,-120.7913598,32,8517292861,1000$
1919,Scan Center,36.38989032,-78.97217358,64,6925730192,1000$
1920,Supply Directory,41.99253829,-80.03301954,66,8937379543,500$
1921,Hospital,32.60154883,-85.35132246,67,9935572947,1000$
1922,Hospital,39.46811972,-80.88772676,48,7745929052,500$
1923,Supply Directory,41.41874274,-87.38277575,43,7269340144,500$
1924,Scan Center,36.26136216,-87.08903581,75,9858684709,700$
1925,Nursing Home,44.41327865,-95.83806103,29,6864675796,1000$
1926,Supply Directory,43.3109081,-97.14865776,59,6801670121,1000$
1927,Nursing Home,30.61359259,-85.66002461,59,8809681312,1000$
1928,Scan Center,27.47196942,-82.31831044,64,9143987394,500$
1929,Scan Center,33.83749973,-83.43679568,21,8792570997,500$
1930,Hospital,39.13676329,-77.20358245,85,9934596884,300$
1931,Nursing Home,37.05350953,-88.70445755,47,8813265849,1000$
1932,Supply Directory,48.06642577,-96.0370814,57,7564407141,300$
1933,Supply Directory,41.61703149,-102.3313973,67,7079134535,1000$
1934,Nursing Home,35.0167709,-97.88339847,26,7609812409,700$
1935,Nursing Home,41.56650314,-100.4817851,50,9531571723,500$
1936,Nursing Home,47.71701474,-98.90432337,69,6332222653,700$
1937,Nursing Home,45.46248721,-123.712066,62,6707355881,1000$
1938,Supply Directory,32.79215361,-103.4123733,20,9619078812,700$
1939,Scan Center,18.287985,-67.120611,19,7900955249,1000$
1940,Scan Center,42.59599185,-84.83740035,21,7635648753,300$
1941,Supply Directory,31.16068491,-83.42947229,74,7535957219,1000$
